SN,No,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,SIG380,SIG440,SIG675,SIG870,SIG1020,STD380,STD440,STD675,STD870,STD1020,AOT380,AOT440,AOT675,AOT870,AOT1020,WATER
31487,451,26/02/13,18:12:47,-39.421,-71.941,2830.00,550.00,74.50,2.96,0.990,12.50,29.29,9.31,26.81,15.88,27.60,0.02,0.02,0.02,0.02,0.02,1.1967,1.4796,1.2386,1.2751,1.2585,Na  
31487,452,26/02/13,18:13:04,-39.421,-71.941,2830.00,550.00,74.52,2.96,0.990,12.50,21.49,7.02,18.27,11.69,22.19,0.01,0.01,0.01,0.01,0.00,1.2999,1.5734,1.3669,1.3773,1.3310,Na  
31487,453,26/02/13,18:13:19,-39.421,-71.941,2830.00,550.00,74.54,2.97,0.990,12.40,16.24,5.86,12.99,9.13,18.44,0.03,0.02,0.03,0.02,0.02,1.3931,1.6330,1.4808,1.4596,1.3923,Na  
31487,454,26/02/13,18:13:33,-39.421,-71.941,2830.00,550.00,74.56,2.97,0.990,12.40,13.66,5.26,10.65,7.89,16.32,0.02,0.01,0.02,0.01,0.01,1.4502,1.6681,1.5466,1.5077,1.4325,Na  
31487,455,26/02/13,18:13:48,-39.421,-71.941,2830.00,550.00,74.58,2.97,0.990,12.40,12.23,4.80,8.98,6.85,14.34,0.01,0.01,0.01,0.01,0.01,1.4861,1.6975,1.6028,1.5541,1.4749,Na  
31487,456,26/02/13,18:14:04,-39.421,-71.941,2830.00,550.00,74.60,2.97,0.990,12.40,517.08,236.83,319.87,174.57,274.62,0.01,0.00,0.00,0.01,0.01,0.2257,0.3851,0.4001,0.4640,0.4810,Na  
31487,457,26/02/13,18:14:19,-39.421,-71.941,2830.00,550.00,74.61,2.98,0.990,12.40,537.42,245.71,333.76,182.27,287.17,0.01,0.00,0.00,0.00,0.00,0.2124,0.3724,0.3855,0.4492,0.4656,Na  
31487,458,26/02/13,18:14:33,-39.421,-71.941,2830.00,550.00,74.63,2.98,0.990,12.40,569.08,259.94,353.12,193.16,305.03,0.00,0.00,0.00,0.01,0.00,0.1929,0.3531,0.3663,0.4294,0.4450,Na  
31487,459,26/02/13,18:14:48,-39.421,-71.941,2830.00,550.00,74.65,2.98,0.990,12.40,609.82,276.18,371.53,203.25,320.95,0.01,0.00,0.00,0.00,0.00,0.1693,0.3324,0.3489,0.4119,0.4276,Na  
31487,460,26/02/13,18:15:04,-39.421,-71.941,2830.00,550.00,74.67,2.98,0.990,12.40,643.75,291.38,390.63,213.93,337.91,0.00,0.00,0.00,0.00,0.00,0.1509,0.3141,0.3318,0.3944,0.4100,Na  
31487,461,26/02/13,18:21:59,-39.421,-71.941,2830.00,550.00,75.17,3.05,0.990,12.10,1055.19,693.96,874.43,568.88,862.39,0.06,0.04,0.05,0.05,0.06,-0.0197,0.0198,0.0599,0.0650,0.0938,Na  
31487,462,26/02/13,18:29:40,-39.421,-71.941,2830.00,550.00,75.74,3.13,0.990,10.50,1174.85,772.89,979.20,643.58,969.92,0.01,0.01,0.01,0.01,0.01,-0.0596,-0.0184,0.0216,0.0237,0.0537,Na  
31487,463,26/02/13,18:29:51,-39.421,-71.941,2830.00,550.00,75.76,3.13,0.990,10.50,1180.08,773.75,980.25,646.81,972.42,0.01,0.00,0.01,0.01,0.01,-0.0611,-0.0188,0.0212,0.0221,0.0529,Na  
31487,464,26/02/13,18:30:02,-39.421,-71.941,2830.00,550.00,75.77,3.13,0.990,10.50,1187.77,771.15,984.54,637.17,957.48,0.01,0.01,0.00,0.01,0.02,-0.0633,-0.0178,0.0198,0.0268,0.0578,Na  
31487,465,26/02/13,18:30:14,-39.421,-71.941,2830.00,550.00,75.78,3.13,0.990,10.50,1176.26,772.74,962.34,640.97,963.76,0.02,0.01,0.02,0.01,0.02,-0.0603,-0.0185,0.0271,0.0249,0.0557,Na  
31487,466,26/02/13,18:30:25,-39.421,-71.941,2830.00,550.00,75.80,3.14,0.990,10.40,1185.86,774.61,984.50,647.05,977.44,0.01,0.00,0.01,0.01,0.01,-0.0630,-0.0194,0.0198,0.0219,0.0511,Na  
31487,467,26/02/13,18:30:36,-39.421,-71.941,2830.00,550.00,75.81,3.14,0.990,10.40,1170.93,768.32,966.95,639.22,962.09,0.01,0.01,0.01,0.01,0.02,-0.0591,-0.0169,0.0255,0.0258,0.0561,Na  
31487,468,26/02/13,18:30:47,-39.421,-71.941,2830.00,550.00,75.82,3.14,0.990,10.40,1193.71,774.94,982.82,646.86,972.79,0.00,0.00,0.01,0.01,0.00,-0.0653,-0.0197,0.0203,0.0219,0.0526,Na  
31487,469,26/02/13,18:30:58,-39.421,-71.941,2830.00,550.00,75.84,3.14,0.990,10.40,1184.78,774.61,980.66,646.13,972.93,0.01,0.00,0.01,0.01,0.01,-0.0630,-0.0196,0.0209,0.0223,0.0525,Na  
31487,470,26/02/13,18:31:12,-39.421,-71.941,2830.00,550.00,75.86,3.14,0.990,10.40,1181.72,772.62,979.54,644.96,972.98,0.01,0.00,0.01,0.01,0.01,-0.0624,-0.0189,0.0213,0.0228,0.0524,Na  
31487,471,26/02/13,18:31:23,-39.421,-71.941,2830.00,550.00,75.87,3.15,0.990,10.40,1191.33,773.06,985.90,642.73,970.81,0.01,0.00,0.00,0.01,0.01,-0.0650,-0.0191,0.0192,0.0239,0.0531,Na  
