SN,No,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,AM,SDCORR,TEMP,ID,SIG380,SIG440,SIG675,SIG870,SIG1020,STD380,STD440,STD675,STD870,STD1020,0.38,0.44,0.675,0.87,1.02,WATER,,-0.967584026,-0.820980552,-0.393042588,-0.139262067,0.019802627,slope,intercept,alpha,beta
31487,308,3/25/13,21:39:59,10.017,-83.766,3308,723,59.89,1.988,0.996,21.2,99,444.25,377.48,642.89,478.21,779.95,0.039,0.027,0.011,0.009,0.008,0.455,0.362,0.249,0.186,0.192,Na  ,,-0.78745786,-1.016111067,-1.390302383,-1.682008605,-1.650259907,-0.908690921,-1.723419631,0.908690921,0.178454854
31487,309,3/25/13,21:40:16,10.017,-83.766,3308,723,59.96,1.992,0.996,21.2,99,658.94,511.07,762.37,543.25,868.73,0.047,0.03,0.02,0.021,0.019,0.255,0.209,0.163,0.121,0.138,Na  ,,-1.366491734,-1.565421027,-1.814005078,-2.111964733,-1.980501594,-0.678535496,-2.079947908,0.678535496,0.12493672
31487,310,3/25/13,21:40:45,10.017,-83.766,3308,723,60.08,1.999,0.996,21.1,99,529.42,450.37,651.81,499.85,807.37,0.016,0.011,0.009,0.007,0.006,0.363,0.271,0.24,0.163,0.174,Na  ,,-1.013352445,-1.305636458,-1.427116356,-1.814005078,-1.74869998,-0.733679355,-1.799411076,0.733679355,0.165396265
31487,311,3/25/13,21:41:15,10.017,-83.766,3308,723,60.2,2.006,0.996,21.1,99,601.82,479.92,711.37,522.94,847.7,0.071,0.064,0.059,0.05,0.034,0.296,0.238,0.196,0.14,0.149,Na  ,,-1.217395825,-1.435484605,-1.62964062,-1.966112856,-1.903808973,-0.715081648,-1.959578676,0.715081648,0.14091778
31487,312,3/25/13,21:41:29,10.017,-83.766,3308,723,60.26,2.01,0.996,21.1,99,673.52,543.79,768.7,560.32,893.02,0.013,0.012,0.005,0.005,0.004,0.239,0.175,0.157,0.105,0.123,Na  ,,-1.431291727,-1.742969305,-1.851509474,-2.253794929,-2.095570924,-0.687279178,-2.191322305,0.687279178,0.111768858
31487,313,3/25/13,21:41:44,10.017,-83.766,3308,723,60.32,2.014,0.996,21.1,99,673.94,549.38,753.08,554.99,885.35,0.003,0.002,0.003,0.002,0.002,0.238,0.169,0.167,0.109,0.127,Na  ,,-1.435484605,-1.777856564,-1.789761467,-2.216407397,-2.063568193,-0.623569148,-2.143590474,0.623569148,0.117233164
31487,314,3/25/13,21:41:59,10.017,-83.766,3308,723,60.38,2.017,0.996,21,99,582.81,491.12,685.36,515.54,826.09,0.009,0.008,0.004,0.004,0.004,0.309,0.224,0.213,0.146,0.161,Na  ,,-1.174414002,-1.496109227,-1.546463113,-1.924148657,-1.826350914,-0.637481154,-1.886874502,0.637481154,0.151544722
31487,315,3/25/13,21:42:15,10.017,-83.766,3308,723,60.45,2.021,0.996,21,99,439.83,373.12,585.05,452.75,738.88,0.124,0.112,0.072,0.056,0.048,0.447,0.359,0.291,0.21,0.216,Na  ,,-0.805196684,-1.02443289,-1.234432012,-1.560647748,-1.532476871,-0.746101601,-1.574803137,0.746101601,0.207048309
31487,316,3/25/13,21:42:30,10.017,-83.766,3308,723,60.51,2.025,0.996,21,99,220.85,246.3,515,428.3,712.64,0.072,0.052,0.026,0.018,0.015,0.786,0.563,0.353,0.237,0.233,Na  ,,-0.240798487,-0.574475651,-1.041287222,-1.439695138,-1.456716825,-1.24303049,-1.522653855,1.24303049,0.218132227
31487,317,3/25/13,21:42:44,10.017,-83.766,3308,723,60.56,2.029,0.996,21,99,377.28,317.48,582.45,435.01,711.58,0.066,0.05,0.027,0.022,0.018,0.52,0.437,0.292,0.229,0.234,Na  ,,-0.653926467,-0.827822084,-1.231001477,-1.474033275,-1.452434164,-0.858062879,-1.522735461,0.858062879,0.218114427
31487,318,3/25/13,21:42:59,10.017,-83.766,3308,723,60.63,2.033,0.996,21,99,292.18,267.96,546.72,418.9,689.74,0.054,0.049,0.033,0.028,0.025,0.644,0.519,0.322,0.247,0.249,Na  ,,-0.440056553,-0.655851396,-1.133203733,-1.398366942,-1.390302383,-1.009505825,-1.46814423,1.009505825,0.23035257
31487,319,3/25/13,21:43:15,10.017,-83.766,3308,723,60.69,2.037,0.996,21,99,422.34,370.75,671.78,493.2,793.2,0.025,0.011,0.01,0.012,0.013,0.461,0.358,0.22,0.166,0.179,Na  ,,-0.774357236,-1.027222293,-1.514127733,-1.795767491,-1.720369473,-1.020501867,-1.836017399,1.020501867,0.159451194
31487,320,3/25/13,21:43:30,10.017,-83.766,3308,723,60.75,2.041,0.996,20.9,99,430,357.32,593.97,428.42,683.09,0.012,0.022,0.046,0.049,0.05,0.451,0.375,0.28,0.235,0.252,Na  ,,-0.796287939,-0.980829253,-1.272965676,-1.448169765,-1.378326191,-0.625834472,-1.463333126,0.625834472,0.231463491
31487,321,3/25/13,21:43:45,10.017,-83.766,3308,723,60.81,2.044,0.996,20.9,99,594.9,479.03,753.04,542.49,864.9,0.005,0.005,0.004,0.004,0.005,0.291,0.231,0.164,0.119,0.136,Na  ,,-1.234432012,-1.465337568,-1.807888851,-2.128631786,-1.995100393,-0.837121067,-2.111532389,0.837121067,0.121052325
31487,322,3/25/13,21:43:59,10.017,-83.766,3308,723,60.87,2.048,0.996,20.9,99,633.26,510.25,783.07,564.99,901.27,0.006,0.006,0.006,0.005,0.006,0.259,0.199,0.144,0.099,0.116,Na  ,,-1.350927217,-1.614450454,-1.937941979,-2.312635429,-2.154165088,-0.880186006,-2.279097359,0.880186006,0.102376574
31487,323,3/25/13,21:44:16,10.017,-83.766,3308,723,60.94,2.053,0.996,20.9,99,558.21,464.24,725.61,537.53,863.74,0.019,0.016,0.006,0.005,0.007,0.319,0.245,0.181,0.123,0.137,Na  ,,-1.142564176,-1.406497068,-1.709258248,-2.095570924,-1.987774353,-0.902021372,-2.083455205,0.902021372,0.124499298
31487,324,3/25/13,21:44:30,10.017,-83.766,3308,723,61,2.056,0.996,20.9,99,511.01,429.98,669.57,504.73,816.87,0.012,0.011,0.009,0.008,0.009,0.361,0.281,0.22,0.153,0.163,Na  ,,-1.018877321,-1.26940061,-1.514127733,-1.877317358,-1.814005078,-0.827105146,-1.879390426,0.827105146,0.152683149
31487,325,3/25/13,21:44:45,10.017,-83.766,3308,723,61.06,2.06,0.996,20.9,99,617.07,499.4,717.39,534.57,857.98,0.026,0.009,0.02,0.011,0.012,0.268,0.208,0.186,0.125,0.139,Na  ,,-1.316768298,-1.570217199,-1.682008605,-2.079441542,-1.973281346,-0.679538121,-2.037075894,0.679538121,0.130409485
31487,326,3/25/13,21:44:59,10.017,-83.766,3308,723,61.12,2.064,0.996,20.8,99,568.39,468.67,679.18,510.68,822.7,0.02,0.016,0.016,0.014,0.013,0.307,0.238,0.212,0.147,0.159,Na  ,,-1.180907531,-1.435484605,-1.551169004,-1.917322692,-1.838851077,-0.668772478,-1.892524985,0.668772478,0.150690836
31487,327,3/25/13,21:45:15,10.017,-83.766,3308,723,61.18,2.068,0.996,20.8,99,548.58,469.81,677.06,515.2,828.23,0.007,0.008,0.005,0.006,0.005,0.323,0.236,0.213,0.142,0.156,Na  ,,-1.130102956,-1.443923474,-1.546463113,-1.951928221,-1.857899272,-0.727580795,-1.920905781,0.727580795,0.146474228
31487,328,3/25/13,21:45:29,10.017,-83.766,3308,723,61.24,2.072,0.996,20.8,99,584.7,489.49,711.97,531.71,851.86,0.005,0.003,0.002,0.004,0.003,0.291,0.215,0.188,0.127,0.142,Na  ,,-1.234432012,-1.537117251,-1.671313316,-2.063568193,-1.951928221,-0.731437223,-2.028288952,0.731437223,0.131560435
31487,329,3/25/13,21:45:44,10.017,-83.766,3308,723,61.3,2.076,0.996,20.8,99,576.6,494.35,701.27,528.24,844.64,0.012,0.01,0.007,0.007,0.006,0.296,0.21,0.195,0.13,0.146,Na  ,,-1.217395825,-1.560647748,-1.63475572,-2.040220829,-1.924148657,-0.699557839,-1.997379592,0.699557839,0.135690382
31487,330,3/25/13,21:45:59,10.017,-83.766,3308,723,61.36,2.08,0.996,20.8,99,511.36,454.58,651.97,494.23,787.6,0.028,0.023,0.023,0.022,0.023,0.353,0.249,0.23,0.161,0.179,Na  ,,-1.041287222,-1.390302383,-1.46967597,-1.826350914,-1.720369473,-0.662700939,-1.794580993,0.662700939,0.166197076
