   1
VALUES OF MIE FACTORS FOR INDEX OF REFRACTION = 1.25 -0.0000I
  13.050          2.17495          2.17495          0.47845
  13.100          2.15536          2.15536          0.46565
  13.150          2.13102          2.13102          0.46167
  13.200          2.10308          2.10308          0.46634
  13.250          2.07299          2.07299          0.47868
  13.300          2.04228          2.04228          0.49754
  13.350          2.01245          2.01245          0.52211
  13.400          1.98498          1.98498          0.55208
  13.450          1.96122          1.96122          0.58754
  13.500          1.94239          1.94239          0.62840
  13.550          1.92935          1.92935          0.67370
  13.600          1.92245          1.92245          0.72068
  13.650          1.92125          1.92125          0.76409
  13.700          1.92432          1.92432          0.79635
  13.750          1.92930          1.92930          0.80908
  13.800          1.93332          1.93332          0.79588
  13.850          1.93372          1.93372          0.75531
  13.900          1.92871          1.92871          0.69202
  13.950          1.91769          1.91769          0.61532
  14.000          1.90114          1.90114          0.53609
  14.050          1.88020          1.88020          0.46375
  14.100          1.85636          1.85636          0.40467
  14.150          1.83121          1.83121          0.36211
  14.200          1.80630          1.80630          0.33702
  14.250          1.78319          1.78319          0.32925
  14.300          1.76336          1.76336          0.33849
  14.350          1.74821          1.74821          0.36483
  14.400          1.73890          1.73890          0.40874
